14.000022	-0.197036	0.022537	0.000000	-0.080773	-0.034829	-0.116482	0.056008	-1.108810	0.000000	0.000000	2.747741	-0.396110	-4.407632	-1.744229	0.516469	0.251811	
14.001070	-0.196804	0.023911	0.000000	-0.081119	-0.034502	-0.115917	0.057039	-1.102134	0.000000	0.000000	2.730279	-0.390904	-4.405101	-1.748276	0.524773	0.254436	
14.002118	-0.196558	0.025303	0.000000	-0.081463	-0.034160	-0.115341	0.058071	-1.095338	0.000000	0.000000	2.712775	-0.385614	-4.402543	-1.752578	0.533256	0.257108	
14.003166	-0.196298	0.026712	0.000000	-0.081802	-0.033806	-0.114756	0.059109	-1.088450	0.000000	0.000000	2.695227	-0.380239	-4.399959	-1.757144	0.541925	0.259828	
14.004214	-0.196024	0.028139	0.000000	-0.082139	-0.033440	-0.114159	0.060152	-1.081436	0.000000	0.000000	2.677631	-0.374775	-4.397347	-1.761988	0.550784	0.262599	
14.005262	-0.195735	0.029583	0.000000	-0.082471	-0.033063	-0.113553	0.061202	-1.074325	0.000000	0.000000	2.659986	-0.369222	-4.394707	-1.767122	0.559839	0.265420	
14.006310	-0.195432	0.031044	0.000000	-0.082800	-0.032678	-0.112935	0.062261	-1.067090	0.000000	0.000000	2.642288	-0.363578	-4.392038	-1.772561	0.569096	0.268293	
14.007358	-0.195114	0.032523	0.000000	-0.083125	-0.032284	-0.112307	0.063328	-1.059741	0.000000	0.000000	2.624534	-0.357840	-4.389341	-1.778319	0.578561	0.271220	
14.008406	-0.194781	0.034020	0.000000	-0.083446	-0.031883	-0.111668	0.064406	-1.052275	0.000000	0.000000	2.606720	-0.352006	-4.386613	-1.784411	0.588240	0.274201	
14.009454	-0.194434	0.035534	0.000000	-0.083762	-0.031475	-0.111019	0.065495	-1.044699	0.000000	0.000000	2.588844	-0.346074	-4.383856	-1.790855	0.598139	0.277239	
14.010502	-0.194071	0.037066	0.000000	-0.084075	-0.031062	-0.110359	0.066596	-1.036990	0.000000	0.000000	2.570902	-0.340042	-4.381069	-1.797668	0.608263	0.280334	
14.011550	-0.193692	0.038616	0.000000	-0.084384	-0.030644	-0.109687	0.067710	-1.029156	0.000000	0.000000	2.552890	-0.333908	-4.378249	-1.804871	0.618620	0.283487	
14.012598	-0.193298	0.040183	0.000000	-0.084688	-0.030221	-0.109004	0.068837	-1.021206	0.000000	0.000000	2.534803	-0.327669	-4.375399	-1.812483	0.629215	0.286701	
14.013646	-0.192889	0.041767	0.000000	-0.084988	-0.029795	-0.108310	0.069978	-1.013125	0.000000	0.000000	2.516638	-0.321323	-4.372515	-1.820528	0.640055	0.289977	
14.014694	-0.192463	0.043368	0.000000	-0.085284	-0.029366	-0.107605	0.071133	-1.004913	0.000000	0.000000	2.498391	-0.314867	-4.369599	-1.829028	0.651147	0.293317	
14.015742	-0.192021	0.044985	0.000000	-0.085575	-0.028933	-0.106888	0.072301	-0.996578	0.000000	0.000000	2.480056	-0.308299	-4.366649	-1.838010	0.662497	0.296721	
